condition,tau,n_folds,mean_retrieval_entropy_bits_mean,mean_retrieval_entropy_bits_std,mean_top5_probability_mass_mean,mean_top5_probability_mass_std,mean_top10_probability_mass_mean,mean_top10_probability_mass_std,mean_positive_probability_mean,mean_positive_probability_std,mean_free_energy_mean,mean_free_energy_std
Fine-Tuned E5,0.0158522007974604,5,1.008098168358461,0.0574672779418538,0.9777754505734344,0.0037270361356253,0.9940981567048912,0.0013664840017053,0.3169237206671916,0.0128858152927707,-0.5063712718694403,0.0094436263021327
Fine-Tuned E5,0.0171174010347212,5,1.106071667360888,0.0646010388728376,0.9716656212142208,0.0046071932776972,0.9916723983883718,0.0018520189672387,0.3142605437517667,0.0127746251143802,-0.5072980842606784,0.0093949819735265
Fine-Tuned E5,0.0184835797834718,5,1.2152779045995887,0.0727783619695507,0.9641091258296144,0.0056612251969075,0.9883805844553638,0.0024877213567145,0.3111293775699115,0.0127065178031491,-0.5083969170473487,0.0093359347236556
Fine-Tuned E5,0.0199587963686178,5,1.3372904585826313,0.0821825191056862,0.9548334529894682,0.0069161968926583,0.9839678242682924,0.0033092051662903,0.3074515804715284,0.0127038337209316,-0.5097016042930976,0.0092641566912244
Fine-Tuned E5,0.0215517533481346,5,1.4739602457302434,0.0930133161458244,0.9435331529896712,0.0083999329516409,0.978124285342374,0.0043558751569934,0.3031355185431162,0.0127911260684133,-0.5112531531501089,0.0091767672787933
Fine-Tuned E5,0.0232718478509632,5,1.6274649720943473,0.1054816926619065,0.9298705611431808,0.0101393213937466,0.9704801529486607,0.0056696299940794,0.2980755701621763,0.012992838482009,-0.5131014133422661,0.009070218101349
Fine-Tuned E5,0.0251292270123005,5,1.800356286592273,0.1197997044878109,0.9134785094582216,0.0121580944013239,0.9606027518154368,0.0072928506255448,0.2921518401119973,0.0133298572056748,-0.5153071590520445,0.008940169144996
Fine-Tuned E5,0.0271348478333058,5,1.9955942020262412,0.1361615804743716,0.8939660890272553,0.0144738660709486,0.947997344390026,0.0092653627062583,0.2852311645462223,0.0138154654152553,-0.5179446667672005,0.008781368218848
Fine-Tuned E5,0.0293005418183476,5,2.2165514497403316,0.1547106588212802,0.8709289715937893,0.0170940568687957,0.932113717483985,0.0116199248589902,0.2771702736485263,0.014451682388752,-0.5211048650282071,0.0085875588291234
Fine-Tuned E5,0.0316390847710954,5,2.466962002296517,0.1754877459057966,0.8439662259973382,0.0200103402422764,0.9123612853693392,0.0143758136422027,0.2678221650892116,0.0152269163174078,-0.5248991001307053,0.0083514627084062
Fine-Tuned E5,0.034164272161197,5,2.7507795254239165,0.198357906939935,0.8127057779298401,0.0231913580660419,0.8881358549531558,0.0175302116386046,0.2570466173062544,0.0161150872249447,-0.5294634905399864,0.0080649171685328
Fine-Tuned E5,0.0368910005061417,5,3.071904832247484,0.2229130536717622,0.776840522257185,0.026573413980864,0.8588612122624977,0.0210470516045993,0.2447253007428641,0.0170751719258043,-0.5349637140976163,0.0077193034982555
Fine-Tuned E5,0.0398353552483954,5,3.4337397677729724,0.2483500200518267,0.7361765880741,0.0300488670919564,0.8240481775476803,0.0248428113004154,0.2307814435597913,0.0180492712187257,-0.5415998674410121,0.0073064906459534
