fold,query_id,base_rank,fine_tuned_rank,delta_rank,sorted_query_index
3,3563,1,1,0,9420
3,3572,1,1,0,9421
3,2446,1,1,0,9422
3,3571,1,1,0,9423
3,3568,1,1,0,9424
1,572,1,1,0,9425
1,201,2,2,0,9426
3,3567,1,1,0,9427
3,3565,1,1,0,9428
3,3564,1,1,0,9429
1,570,1,1,0,9430
3,3372,1,1,0,9431
3,3368,1,1,0,9432
3,3678,1,1,0,9433
3,2850,1,1,0,9434
3,3117,1,1,0,9435
3,3116,1,1,0,9436
1,299,1,1,0,9437
3,2852,2,2,0,9438
3,3114,2,2,0,9439
3,3112,13,13,0,9440
3,2856,2,2,0,9441
3,3108,1,1,0,9442
3,2859,1,1,0,9443
3,2861,3,3,0,9444
3,2862,1,1,0,9445
3,3106,1,1,0,9446
1,377,1,1,0,9447
3,3103,6,6,0,9448
3,2868,2,2,0,9449
3,3100,1,1,0,9450
3,3098,4,4,0,9451
1,374,1,1,0,9452
1,372,1,1,0,9453
3,3097,3,3,0,9454
3,3096,2,2,0,9455
3,3090,1,1,0,9456
1,313,1,1,0,9457
3,2851,1,1,0,9458
1,298,1,1,0,9459
3,3366,1,1,0,9460
3,2849,1,1,0,9461
1,396,1,1,0,9462
3,3183,1,1,0,9463
3,3178,1,1,0,9464
3,3176,1,1,0,9465
3,3174,1,1,0,9466
1,286,2,2,0,9467
1,381,4,4,0,9468
3,3141,1,1,0,9469
1,380,1,1,0,9470
3,2827,1,1,0,9471
3,3140,1,1,0,9472
1,290,1,1,0,9473
3,2832,21,21,0,9474
1,293,5,5,0,9475
3,2835,4,4,0,9476
3,2836,1,1,0,9477
1,297,1,1,0,9478
1,378,1,1,0,9479
3,2837,1,1,0,9480
3,2838,1,1,0,9481
3,2839,1,1,0,9482
3,2846,1,1,0,9483
3,2848,1,1,0,9484
3,2893,2,2,0,9485
3,2894,1,1,0,9486
3,3086,1,1,0,9487
3,3084,1,1,0,9488
1,332,2,2,0,9489
3,2954,1,1,0,9490
3,2956,1,1,0,9491
1,364,1,1,0,9492
1,338,2,2,0,9493
3,3015,1,1,0,9494
3,3013,3,3,0,9495
3,2958,2,2,0,9496
1,363,2,2,0,9497
3,3008,19,19,0,9498
3,3004,5,5,0,9499
3,2960,1,1,0,9500
3,2961,1,1,0,9501
3,2990,3,3,0,9502
3,2988,1,1,0,9503
3,2987,1,1,0,9504
3,2970,2,2,0,9505
3,2985,1,1,0,9506
3,2984,1,1,0,9507
1,349,1,1,0,9508
3,2983,1,1,0,9509
3,2982,1,1,0,9510
3,2979,5,5,0,9511
3,3026,1,1,0,9512
1,330,1,1,0,9513
3,2952,1,1,0,9514
3,2937,1,1,0,9515
3,3082,1,1,0,9516
3,2902,15,15,0,9517
3,3075,1,1,0,9518
3,3074,1,1,0,9519
1,318,1,1,0,9520
1,369,7,7,0,9521
3,3056,1,1,0,9522
3,2924,1,1,0,9523
1,319,1,1,0,9524
3,2932,2,2,0,9525
3,2938,2,2,0,9526
1,366,1,1,0,9527
3,2940,1,1,0,9528
1,320,1,1,0,9529
1,324,1,1,0,9530
3,3042,1,1,0,9531
3,3040,1,1,0,9532
3,3029,1,1,0,9533
3,3028,1,1,0,9534
3,2946,1,1,0,9535
1,326,5,5,0,9536
3,2949,1,1,0,9537
1,398,2,2,0,9538
3,3184,1,1,0,9539
3,3186,1,1,0,9540
1,466,1,1,0,9541
3,3321,1,1,0,9542
3,2684,1,1,0,9543
3,3314,1,1,0,9544
1,250,1,1,0,9545
3,2685,1,1,0,9546
1,487,2,2,0,9547
3,3298,1,1,0,9548
3,2691,2,2,0,9549
1,484,6,6,0,9550
3,2694,1,1,0,9551
1,483,1,1,0,9552
3,2708,1,1,0,9553
3,2710,1,1,0,9554
1,251,1,1,0,9555
1,478,1,1,0,9556
1,252,3,3,0,9557
3,3290,1,1,0,9558
3,2719,2,2,0,9559
1,476,1,1,0,9560
3,2720,1,1,0,9561
3,2722,1,1,0,9562
3,3289,2,2,0,9563
3,3288,1,1,0,9564
3,2683,2,2,0,9565
3,3322,1,1,0,9566
1,247,1,1,0,9567
3,3354,1,1,0,9568
1,495,1,1,0,9569
3,2651,1,1,0,9570
3,3364,1,1,0,9571
3,2652,1,1,0,9572
3,2653,1,1,0,9573
1,244,1,1,0,9574
3,2654,1,1,0,9575
3,3363,1,1,0,9576
3,3360,1,1,0,9577
3,3356,1,1,0,9578
3,3352,1,1,0,9579
3,2680,1,1,0,9580
3,3343,3,3,0,9581
3,2663,2,2,0,9582
3,2672,1,1,0,9583
3,2673,1,1,0,9584
3,3334,1,1,0,9585
3,2674,1,1,0,9586
3,2676,1,1,0,9587
3,3332,1,1,0,9588
3,2678,1,1,0,9589
3,2679,2,2,0,9590
3,2723,1,1,0,9591
3,2728,1,1,0,9592
3,3191,2,2,0,9593
1,465,1,1,0,9594
3,3239,3,3,0,9595
3,3237,1,1,0,9596
3,2765,1,1,0,9597
3,2766,1,1,0,9598
1,268,1,1,0,9599
3,2778,1,1,0,9600
3,2780,1,1,0,9601
3,3225,1,1,0,9602
3,2782,1,1,0,9603
3,2786,1,1,0,9604
3,2792,1,1,0,9605
3,3213,1,1,0,9606
3,3212,1,1,0,9607
3,2798,1,1,0,9608
1,270,1,1,0,9609
3,2799,1,1,0,9610
3,3201,1,1,0,9611
3,3200,1,1,0,9612
3,2800,3,3,0,9613
3,3199,2,2,0,9614
3,3198,2,2,0,9615
1,275,1,1,0,9616
3,3195,1,1,0,9617
3,2762,10,10,0,9618
1,262,2,2,0,9619
3,3242,1,1,0,9620
3,3256,1,1,0,9621
3,3276,1,1,0,9622
3,3270,1,1,0,9623
1,451,1,1,0,9624
1,448,1,1,0,9625
1,446,1,1,0,9626
1,444,1,1,0,9627
3,3268,2,2,0,9628
1,443,1,1,0,9629
1,258,1,1,0,9630
3,3259,1,1,0,9631
3,2752,1,1,0,9632
1,436,1,1,0,9633
3,2753,1,1,0,9634
3,2754,1,1,0,9635
3,2755,1,1,0,9636
3,3255,2,2,0,9637
1,438,1,1,0,9638
3,3254,1,1,0,9639
3,2756,1,1,0,9640
1,437,1,1,0,9641
3,3253,1,1,0,9642
3,3252,1,1,0,9643
3,2358,1,1,0,9644
3,2971,2,2,0,9645
1,124,1,1,0,9646
4,207,1,1,0,9647
1,680,1,1,0,9648
3,2243,1,1,0,9649
4,56,1,1,0,9650
4,205,1,1,0,9651
4,58,1,1,0,9652
3,2244,1,1,0,9653
3,2134,1,1,0,9654
4,201,3,3,0,9655
4,131,1,1,0,9656
4,60,1,1,0,9657
4,208,2,2,0,9658
4,64,1,1,0,9659
1,711,1,1,0,9660
4,77,1,1,0,9661
1,708,1,1,0,9662
3,2241,1,1,0,9663
3,2214,1,1,0,9664
3,2141,1,1,0,9665
1,119,5,5,0,9666
3,2220,1,1,0,9667
1,120,1,1,0,9668
1,638,3,3,0,9669
1,52,1,1,0,9670
3,2016,1,1,0,9671
3,2054,1,1,0,9672
3,2240,1,1,0,9673
4,198,1,1,0,9674
3,2235,1,1,0,9675
3,2140,1,1,0,9676
1,123,1,1,0,9677
3,2078,1,1,0,9678
3,2239,1,1,0,9679
3,2245,1,1,0,9680
1,652,2,2,0,9681
4,7,3,3,0,9682
3,3781,2,2,0,9683
3,2254,1,1,0,9684
3,1962,5,5,0,9685
1,713,12,12,0,9686
4,215,1,1,0,9687
3,2060,1,1,0,9688
4,129,1,1,0,9689
3,2037,1,1,0,9690
4,4,1,1,0,9691
4,84,3,3,0,9692
4,221,1,1,0,9693
3,2255,1,1,0,9694
3,2256,1,1,0,9695
3,2258,1,1,0,9696
3,3776,3,3,0,9697
3,2118,1,1,0,9698
4,213,1,1,0,9699
3,2120,2,2,0,9700
4,130,1,1,0,9701
3,3782,2,2,0,9702
3,1966,3,3,0,9703
3,2124,2,2,0,9704
3,2252,1,1,0,9705
1,670,1,1,0,9706
3,2250,1,1,0,9707
4,2,1,1,0,9708
3,2058,6,6,0,9709
3,1968,1,1,0,9710
3,2249,1,1,0,9711
4,3,1,1,0,9712
3,2247,1,1,0,9713
1,130,1,1,0,9714
4,132,1,1,0,9715
1,682,1,1,0,9716
3,3775,3,3,0,9717
3,2179,1,1,0,9718
3,2177,1,1,0,9719
1,112,1,1,0,9720
1,116,1,1,0,9721
4,162,1,1,0,9722
1,72,5,5,0,9723
3,2039,1,1,0,9724
4,164,1,1,0,9725
3,2031,1,1,0,9726
3,2181,1,1,0,9727
3,2029,1,1,0,9728
3,2027,1,1,0,9729
3,2184,1,1,0,9730
3,2185,1,1,0,9731
4,139,1,1,0,9732
4,148,1,1,0,9733
3,2152,1,1,0,9734
3,2213,1,1,0,9735
3,2166,1,1,0,9736
3,2162,1,1,0,9737
3,2164,1,1,0,9738
3,2165,1,1,0,9739
4,47,1,1,0,9740
4,144,1,1,0,9741
4,145,3,3,0,9742
3,2038,1,1,0,9743
4,147,1,1,0,9744
3,2167,1,1,0,9745
4,41,2,2,0,9746
3,2036,1,1,0,9747
4,141,1,1,0,9748
3,2171,1,1,0,9749
1,646,1,1,0,9750
1,81,1,1,0,9751
4,166,2,2,0,9752
3,2187,1,1,0,9753
3,2020,1,1,0,9754
4,172,1,1,0,9755
1,640,1,1,0,9756
3,2194,1,1,0,9757
3,2201,4,4,0,9758
4,20,3,3,0,9759
1,64,4,4,0,9760
3,2202,2,2,0,9761
3,2046,3,3,0,9762
4,17,2,2,0,9763
3,2204,1,1,0,9764
3,2206,2,2,0,9765
3,2208,1,1,0,9766
1,54,1,1,0,9767
3,2212,1,1,0,9768
4,32,1,1,0,9769
4,33,1,1,0,9770
3,2024,1,1,0,9771
3,2191,1,1,0,9772
1,65,1,1,0,9773
3,2189,1,1,0,9774
3,2143,1,1,0,9775
4,52,1,1,0,9776
3,2025,1,1,0,9777
1,649,1,1,0,9778
3,2188,1,1,0,9779
4,169,1,1,0,9780
3,2026,1,1,0,9781
4,35,1,1,0,9782
1,645,1,1,0,9783
4,36,1,1,0,9784
3,2148,1,1,0,9785
3,2264,1,1,0,9786
3,3780,1,1,0,9787
3,3774,3,3,0,9788
3,2072,32,32,0,9789
1,26,1,1,0,9790
3,1915,5,5,0,9791
4,92,2,2,0,9792
1,614,1,1,0,9793
3,3736,1,1,0,9794
3,2310,1,1,0,9795
4,110,1,1,0,9796
4,235,1,1,0,9797
3,3730,1,1,0,9798
3,2076,1,1,0,9799
1,18,1,1,0,9800
1,150,1,1,0,9801
1,665,3,3,0,9802
3,3722,3,3,0,9803
3,1920,1,1,0,9804
3,1921,1,1,0,9805
3,1923,2,2,0,9806
3,2304,2,2,0,9807
3,1924,1,1,0,9808
3,2093,1,1,0,9809
3,2301,5,5,0,9810
3,2297,1,1,0,9811
1,616,3,3,0,9812
3,3773,2,2,0,9813
3,2295,1,1,0,9814
3,1928,1,1,0,9815
3,3747,3,3,0,9816
4,117,2,2,0,9817
3,1929,1,1,0,9818
4,237,1,1,0,9819
1,104,1,1,0,9820
3,2077,1,1,0,9821
3,1913,1,1,0,9822
3,1912,1,1,0,9823
3,2079,1,1,0,9824
1,6,1,1,0,9825
4,247,1,1,0,9826
3,2356,1,1,0,9827
1,173,1,1,0,9828
1,172,1,1,0,9829
4,109,4,4,0,9830
3,2352,3,3,0,9831
3,2347,1,1,0,9832
1,169,61,61,0,9833
3,2346,1,1,0,9834
4,108,2,2,0,9835
1,721,1,1,0,9836
1,156,4,4,0,9837
3,3698,1,1,0,9838
3,2338,2,2,0,9839
3,2319,2,2,0,9840
1,720,3,3,0,9841
1,604,1,1,0,9842
1,14,1,1,0,9843
4,240,1,1,0,9844
3,3704,1,1,0,9845
3,3706,1,1,0,9846
3,2323,1,1,0,9847
3,2084,1,1,0,9848
1,606,2,2,0,9849
1,608,2,2,0,9850
1,612,5,5,0,9851
3,2322,1,1,0,9852
3,3710,1,1,0,9853
3,2320,1,1,0,9854
3,2100,1,1,0,9855
3,1925,1,1,0,9856
1,662,2,2,0,9857
3,2290,13,13,0,9858
1,88,1,1,0,9859
1,86,1,1,0,9860
3,2112,1,1,0,9861
1,620,1,1,0,9862
3,2113,1,1,0,9863
3,1936,2,2,0,9864
3,2274,1,1,0,9865
1,138,1,1,0,9866
4,125,3,3,0,9867
3,2115,1,1,0,9868
1,134,4,4,0,9869
3,2271,1,1,0,9870
3,2063,2,2,0,9871
3,3762,7,7,0,9872
1,85,1,1,0,9873
3,2062,1,1,0,9874
4,225,1,1,0,9875
1,632,3,3,0,9876
1,661,1,1,0,9877
3,1937,1,1,0,9878
3,2268,1,1,0,9879
3,2117,1,1,0,9880
4,224,1,1,0,9881
3,3766,1,1,0,9882
1,714,1,1,0,9883
3,2267,2,2,0,9884
4,222,1,1,0,9885
3,3767,1,1,0,9886
3,3772,3,3,0,9887
3,2283,39,39,0,9888
4,142,1,1,0,9889
1,715,1,1,0,9890
3,3758,1,1,0,9891
1,140,1,1,0,9892
3,2107,1,1,0,9893
3,2293,1,1,0,9894
3,3757,1,1,0,9895
1,619,1,1,0,9896
1,139,1,1,0,9897
4,232,1,1,0,9898
4,89,5,5,0,9899
1,90,1,1,0,9900
3,3761,4,4,0,9901
4,119,1,1,0,9902
4,88,1,1,0,9903
1,663,1,1,0,9904
4,234,1,1,0,9905
3,2294,1,1,0,9906
3,1930,5,5,0,9907
3,2292,1,1,0,9908
2,75,5,6,-1,9909
2,1350,1,2,-1,9910
2,1243,2,3,-1,9911
2,1254,3,4,-1,9912
5,1906,2,3,-1,9913
5,2069,4,5,-1,9914
2,1246,1,2,-1,9915
5,2080,2,3,-1,9916
4,729,2,3,-1,9917
1,2198,1,2,-1,9918
5,2321,2,3,-1,9919
2,79,2,3,-1,9920
5,1199,4,5,-1,9921
5,3012,2,3,-1,9922
1,253,4,5,-1,9923
2,71,1,2,-1,9924
1,105,1,2,-1,9925
2,45,2,3,-1,9926
5,1911,3,4,-1,9927
5,1914,3,4,-1,9928
1,1452,4,5,-1,9929
5,3128,1,2,-1,9930
2,68,1,2,-1,9931
2,1332,1,2,-1,9932
1,1902,1,2,-1,9933
1,269,21,22,-1,9934
1,2186,4,5,-1,9935
2,1322,1,2,-1,9936
2,1344,2,3,-1,9937
1,1943,3,4,-1,9938
4,719,5,6,-1,9939
5,2330,1,2,-1,9940
2,1304,2,3,-1,9941
2,1262,1,2,-1,9942
1,1440,1,2,-1,9943
4,695,18,19,-1,9944
2,1324,2,3,-1,9945
3,3202,1,2,-1,9946
2,1251,1,2,-1,9947
2,532,1,2,-1,9948
1,1431,1,2,-1,9949
1,2061,5,6,-1,9950
5,1991,70,71,-1,9951
1,2075,2,3,-1,9952
1,1353,4,5,-1,9953
3,3049,3,4,-1,9954
5,1987,3,4,-1,9955
4,800,1,2,-1,9956
1,2076,1,2,-1,9957
5,3157,1,2,-1,9958
4,230,1,2,-1,9959
5,2973,4,5,-1,9960
2,1529,1,2,-1,9961
1,2080,5,6,-1,9962
2,1527,4,5,-1,9963
1,1369,21,22,-1,9964
5,1980,1,2,-1,9965
3,3064,1,2,-1,9966
3,3072,1,2,-1,9967
5,1029,1,2,-1,9968
2,1504,1,2,-1,9969
5,1031,2,3,-1,9970
1,2081,3,4,-1,9971
5,2976,2,3,-1,9972
2,1492,1,2,-1,9973
4,233,2,3,-1,9974
1,2060,1,2,-1,9975
3,3088,2,3,-1,9976
2,1566,1,2,-1,9977
2,1642,1,2,-1,9978
1,2036,2,3,-1,9979
5,2032,1,2,-1,9980
2,1629,1,2,-1,9981
5,2388,1,2,-1,9982
1,2038,3,4,-1,9983
5,967,2,3,-1,9984
5,2035,2,3,-1,9985
2,1612,1,2,-1,9986
1,340,1,2,-1,9987
1,1346,1,2,-1,9988
4,239,1,2,-1,9989
2,1599,2,3,-1,9990
1,2046,3,4,-1,9991
3,3010,3,4,-1,9992
2,1590,1,2,-1,9993
5,2004,1,2,-1,9994
2,1588,2,3,-1,9995
4,819,1,2,-1,9996
1,2052,1,2,-1,9997
1,331,1,2,-1,9998
2,1571,4,5,-1,9999
1,43,2,3,-1,10000
3,3080,2,3,-1,10001
1,2093,15,16,-1,10002
1,2167,3,4,-1,10003
1,2113,1,2,-1,10004
5,2355,4,5,-1,10005
1,2119,1,2,-1,10006
5,1083,6,7,-1,10007
1,2123,1,2,-1,10008
1,1957,2,3,-1,10009
1,2133,1,2,-1,10010
1,1403,3,4,-1,10011
5,1091,1,2,-1,10012
3,3138,1,2,-1,10013
4,301,1,2,-1,10014
5,1098,1,2,-1,10015
5,1099,1,2,-1,10016
2,1404,1,2,-1,10017
5,3143,2,3,-1,10018
3,3142,1,2,-1,10019
5,1105,4,5,-1,10020
5,2998,5,6,-1,10021
4,163,1,2,-1,10022
3,3177,11,12,-1,10023
1,2163,5,6,-1,10024
4,737,3,4,-1,10025
3,3188,1,2,-1,10026
2,1371,1,2,-1,10027
4,293,1,2,-1,10028
1,2112,1,2,-1,10029
1,49,1,2,-1,10030
5,1078,1,2,-1,10031
1,2096,1,2,-1,10032
5,2979,1,2,-1,10033
1,2098,1,2,-1,10034
5,1050,2,3,-1,10035
2,1472,1,2,-1,10036
1,303,3,4,-1,10037
5,1057,4,5,-1,10038
5,1058,92,93,-1,10039
4,773,1,2,-1,10040
4,772,2,3,-1,10041
5,2982,2,3,-1,10042
4,210,3,4,-1,10043
3,3104,1,2,-1,10044
5,1064,1,2,-1,10045
3,3105,1,2,-1,10046
5,2363,2,3,-1,10047
1,1964,2,3,-1,10048
4,287,1,2,-1,10049
5,1070,1,2,-1,10050
5,1960,1,2,-1,10051
2,1457,3,4,-1,10052
5,3152,1,2,-1,10053
5,1956,3,4,-1,10054
3,3285,3,4,-1,10055
1,1560,2,3,-1,10056
3,3286,1,2,-1,10057
2,770,1,2,-1,10058
5,2132,1,2,-1,10059
5,1474,1,2,-1,10060
2,331,1,2,-1,10061
2,757,1,2,-1,10062
5,1482,1,2,-1,10063
4,555,2,3,-1,10064
2,337,1,2,-1,10065
2,740,1,2,-1,10066
5,1491,1,2,-1,10067
5,2136,1,2,-1,10068
5,3058,1,2,-1,10069
2,727,2,3,-1,10070
1,1809,1,2,-1,10071
3,3554,1,2,-1,10072
2,371,2,3,-1,10073
2,718,1,2,-1,10074
2,716,2,3,-1,10075
2,374,1,2,-1,10076
2,379,1,2,-1,10077
4,543,1,2,-1,10078
2,382,3,4,-1,10079
4,541,1,2,-1,10080
1,1804,1,2,-1,10081
2,390,1,2,-1,10082
5,1508,3,4,-1,10083
5,1510,2,3,-1,10084
1,1803,4,5,-1,10085
5,3055,2,3,-1,10086
2,329,2,3,-1,10087
4,536,1,2,-1,10088
5,1471,2,3,-1,10089
2,833,1,2,-1,10090
5,1428,2,3,-1,10091
4,584,2,3,-1,10092
5,3107,1,2,-1,10093
4,582,1,2,-1,10094
2,825,6,7,-1,10095
2,822,2,3,-1,10096
5,1437,4,5,-1,10097
5,1438,1,2,-1,10098
2,821,9,10,-1,10099
3,3496,1,2,-1,10100
1,1656,1,2,-1,10101
2,283,1,2,-1,10102
2,284,3,4,-1,10103
4,576,1,2,-1,10104
1,1660,3,4,-1,10105
2,817,1,2,-1,10106
5,2122,2,3,-1,10107
5,2124,1,2,-1,10108
1,1817,1,2,-1,10109
5,1744,1,2,-1,10110
3,3786,1,2,-1,10111
3,3514,1,2,-1,10112
3,3784,1,2,-1,10113
5,3103,1,2,-1,10114
1,132,1,2,-1,10115
3,3523,1,2,-1,10116
1,1788,2,3,-1,10117
2,699,4,5,-1,10118
2,80,1,2,-1,10119
2,460,1,2,-1,10120
5,3094,2,3,-1,10121
5,1568,1,2,-1,10122
3,3732,5,6,-1,10123
4,500,4,5,-1,10124
5,1573,1,2,-1,10125
2,472,2,3,-1,10126
4,445,1,2,-1,10127
2,600,1,2,-1,10128
2,478,1,2,-1,10129
5,3092,3,4,-1,10130
1,1750,5,6,-1,10131
3,3711,2,3,-1,10132
1,152,1,2,-1,10133
3,3708,1,2,-1,10134
2,585,3,4,-1,10135
2,499,1,2,-1,10136
1,155,2,3,-1,10137
3,3656,2,3,-1,10138
5,2187,1,2,-1,10139
5,1598,1,2,-1,10140
1,1739,1,2,-1,10141
1,164,1,2,-1,10142
3,3689,1,2,-1,10143
1,1736,1,2,-1,10144
1,1727,3,4,-1,10145
5,3075,1,2,-1,10146
5,2180,1,2,-1,10147
1,1764,2,3,-1,10148
2,452,2,3,-1,10149
1,1786,1,2,-1,10150
4,505,1,2,-1,10151
5,1519,1,2,-1,10152
1,1785,1,2,-1,10153
2,694,1,2,-1,10154
1,1692,1,2,-1,10155
5,1523,1,2,-1,10156
4,528,2,3,-1,10157
4,430,2,3,-1,10158
5,2199,2,3,-1,10159
3,3577,1,2,-1,10160
2,432,2,3,-1,10161
4,519,1,2,-1,10162
4,431,1,2,-1,10163
2,657,1,2,-1,10164
3,3581,1,2,-1,10165
5,2158,5,6,-1,10166
2,655,4,5,-1,10167
1,1769,1,2,-1,10168
1,1766,1,2,-1,10169
5,1544,1,2,-1,10170
3,3750,5,6,-1,10171
2,632,1,2,-1,10172
4,436,3,4,-1,10173
2,620,1,2,-1,10174
5,1559,2,3,-1,10175
5,3066,1,2,-1,10176
4,508,1,2,-1,10177
2,450,1,2,-1,10178
4,586,2,3,-1,10179
2,269,4,5,-1,10180
1,1833,2,3,-1,10181
4,85,3,4,-1,10182
5,3021,4,5,-1,10183
5,1248,167,168,-1,10184
2,1141,4,5,-1,10185
1,1865,1,2,-1,10186
1,106,5,6,-1,10187
5,3022,1,2,-1,10188
1,246,1,2,-1,10189
5,1264,1,2,-1,10190
2,1118,1,2,-1,10191
4,665,1,2,-1,10192
4,81,1,2,-1,10193
2,147,1,2,-1,10194
4,662,1,2,-1,10195
4,63,13,14,-1,10196
2,1102,3,4,-1,10197
2,164,2,3,-1,10198
2,1087,2,3,-1,10199
4,468,1,2,-1,10200
5,1286,6,7,-1,10201
2,165,1,2,-1,10202
2,1081,1,2,-1,10203
2,1074,1,2,-1,10204
2,167,1,2,-1,10205
5,1296,1,2,-1,10206
4,648,1,2,-1,10207
4,647,7,8,-1,10208
4,646,1,2,-1,10209
4,354,1,2,-1,10210
2,1155,1,2,-1,10211
1,121,3,4,-1,10212
2,1156,3,4,-1,10213
4,106,2,3,-1,10214
1,1485,1,2,-1,10215
4,340,1,2,-1,10216
4,103,9,10,-1,10217
2,1209,1,2,-1,10218
2,90,1,2,-1,10219
5,2085,1,2,-1,10220
5,1212,5,6,-1,10221
2,1203,1,2,-1,10222
3,3292,2,3,-1,10223
2,100,1,2,-1,10224
4,345,2,3,-1,10225
2,111,1,2,-1,10226
2,113,1,2,-1,10227
2,1201,2,3,-1,10228
1,1884,4,5,-1,10229
2,116,1,2,-1,10230
5,1858,1,2,-1,10231
1,1499,1,2,-1,10232
5,2301,1,2,-1,10233
1,1508,1,2,-1,10234
4,350,4,5,-1,10235
5,2295,5,6,-1,10236
1,1527,1,2,-1,10237
2,130,1,2,-1,10238
5,1240,1,2,-1,10239
3,3328,6,7,-1,10240
2,174,7,8,-1,10241
2,1046,7,8,-1,10242
2,1039,1,2,-1,10243
2,1037,1,2,-1,10244
2,943,1,2,-1,10245
2,215,2,3,-1,10246
2,940,1,2,-1,10247
4,619,1,2,-1,10248
3,3441,9,10,-1,10249
2,917,2,3,-1,10250
4,379,18,19,-1,10251
4,609,1,2,-1,10252
1,1622,1,2,-1,10253
2,230,3,4,-1,10254
5,1389,4,5,-1,10255
4,380,1,2,-1,10256
5,1392,2,3,-1,10257
5,1789,1,2,-1,10258
5,1395,1,2,-1,10259
5,1398,2,3,-1,10260
3,3461,1,2,-1,10261
1,1632,1,2,-1,10262
2,856,1,2,-1,10263
1,117,1,2,-1,10264
2,246,1,2,-1,10265
3,3465,1,2,-1,10266
4,15,1,2,-1,10267
5,1414,5,6,-1,10268
3,3476,1,2,-1,10269
4,391,2,3,-1,10270
1,223,8,9,-1,10271
2,947,5,6,-1,10272
2,951,2,3,-1,10273
4,38,1,2,-1,10274
1,1593,2,3,-1,10275
2,1036,2,3,-1,10276
3,3382,3,4,-1,10277
3,3383,1,2,-1,10278
5,1821,1,2,-1,10279
5,2262,1,2,-1,10280
1,108,4,5,-1,10281
2,1019,1,2,-1,10282
5,1814,1,2,-1,10283
4,43,2,3,-1,10284
4,635,9,10,-1,10285
1,1588,1,2,-1,10286
4,633,1,2,-1,10287
2,202,1,2,-1,10288
2,952,1,2,-1,10289
2,1002,1,2,-1,10290
2,988,1,2,-1,10291
2,985,1,2,-1,10292
2,983,1,2,-1,10293
2,209,1,2,-1,10294
2,972,1,2,-1,10295
5,1350,2,3,-1,10296
2,962,1,2,-1,10297
5,1352,2,3,-1,10298
5,1353,2,3,-1,10299
5,1357,1,2,-1,10300
3,3440,2,3,-1,10301
3,1906,2,3,-1,10302
5,2394,1,2,-1,10303
1,688,2,3,-1,10304
4,1423,1,2,-1,10305
5,2796,5,6,-1,10306
5,2468,1,2,-1,10307
3,378,1,2,-1,10308
1,857,2,3,-1,10309
1,532,1,2,-1,10310
3,858,1,2,-1,10311
5,274,1,2,-1,10312
3,372,1,2,-1,10313
1,488,1,2,-1,10314
3,366,1,2,-1,10315
3,2445,1,2,-1,10316
5,538,2,3,-1,10317
3,365,2,3,-1,10318
5,678,1,2,-1,10319
3,2690,13,14,-1,10320
3,2447,1,2,-1,10321
3,2332,5,6,-1,10322
1,686,1,2,-1,10323
3,1565,1,2,-1,10324
1,976,1,2,-1,10325
4,1234,2,3,-1,10326
3,2717,1,2,-1,10327
1,980,5,6,-1,10328
1,1023,1,2,-1,10329
4,1380,1,2,-1,10330
5,2615,2,3,-1,10331
1,1019,1,2,-1,10332
4,1576,2,3,-1,10333
3,432,5,6,-1,10334
3,2359,1,2,-1,10335
1,650,5,6,-1,10336
4,1386,1,2,-1,10337
4,1340,1,2,-1,10338
5,2689,4,5,-1,10339
3,1483,1,2,-1,10340
3,2355,1,2,-1,10341
3,415,1,2,-1,10342
3,1482,3,4,-1,10343
3,1053,2,3,-1,10344
4,1413,1,2,-1,10345
5,2471,1,2,-1,10346
1,784,4,5,-1,10347
4,1014,3,4,-1,10348
3,2345,2,3,-1,10349
5,540,1,2,-1,10350
1,1232,1,2,-1,10351
1,981,3,4,-1,10352
5,2469,1,2,-1,10353
4,1235,1,2,-1,10354
4,1158,1,2,-1,10355
4,1332,2,3,-1,10356
1,961,5,6,-1,10357
4,967,1,2,-1,10358
3,1110,3,4,-1,10359
5,396,1,2,-1,10360
3,1982,2,3,-1,10361
1,1255,2,3,-1,10362
5,737,2,3,-1,10363
4,1240,3,4,-1,10364
3,2758,1,2,-1,10365
3,2065,1,2,-1,10366
3,1614,1,2,-1,10367
3,652,1,2,-1,10368
3,2448,1,2,-1,10369
5,2783,4,5,-1,10370
1,427,1,2,-1,10371
4,1541,3,4,-1,10372
1,960,1,2,-1,10373
4,1437,1,2,-1,10374
3,838,2,3,-1,10375
5,2520,1,2,-1,10376
3,2552,1,2,-1,10377
1,1264,1,2,-1,10378
1,1013,1,2,-1,10379
3,2751,1,2,-1,10380
1,1252,1,2,-1,10381
3,2315,1,2,-1,10382
3,2749,1,2,-1,10383
3,327,4,5,-1,10384
3,326,1,2,-1,10385
1,703,4,5,-1,10386
1,704,1,2,-1,10387
1,975,2,3,-1,10388
3,626,1,2,-1,10389
1,1033,1,2,-1,10390
3,851,1,2,-1,10391
3,1756,2,3,-1,10392
3,2729,2,3,-1,10393
5,14,1,2,-1,10394
1,765,1,2,-1,10395
1,460,2,3,-1,10396
3,849,1,2,-1,10397
4,1091,1,2,-1,10398
5,711,5,6,-1,10399
3,848,1,2,-1,10400
1,709,1,2,-1,10401
5,717,1,2,-1,10402
3,2738,2,3,-1,10403
3,2748,1,2,-1,10404
5,2613,1,2,-1,10405
3,1010,3,4,-1,10406
3,2127,1,2,-1,10407
