fold,condition,margin
1,Base E5,0.0556653141975402
1,Base E5,-0.0457527637481689
1,Base E5,0.0210337042808532
1,Base E5,-0.0072148442268371
1,Base E5,0.0131195783615112
1,Base E5,-0.0022283196449279
1,Base E5,0.0334599018096923
1,Base E5,0.0019856691360473
1,Base E5,-0.0088785886764526
1,Base E5,0.0146742463111877
1,Base E5,-0.011534571647644
1,Base E5,-0.0182735323905944
1,Base E5,0.0103249549865722
1,Base E5,-0.0152046680450439
1,Base E5,-0.0690634846687316
1,Base E5,0.0391338467597961
1,Base E5,0.0142202377319335
1,Base E5,0.0103477239608764
1,Base E5,0.0498263835906982
1,Base E5,0.0265045166015625
1,Base E5,0.0426514148712158
1,Base E5,0.0063031911849975
1,Base E5,0.0624048709869384
1,Base E5,-0.0195797681808471
1,Base E5,0.0792818069458007
1,Base E5,0.0009840726852416
1,Base E5,-0.0057174563407897
1,Base E5,0.0087807178497314
1,Base E5,-0.0371923446655273
1,Base E5,-0.0222935080528259
1,Base E5,0.003596007823944
1,Base E5,-0.0030075311660766
1,Base E5,-0.0027206540107727
1,Base E5,-0.0044180154800415
1,Base E5,-0.0102337598800659
1,Base E5,-0.0155553221702575
1,Base E5,0.0345464348793029
1,Base E5,-0.0129255056381225
1,Base E5,0.0114192366600036
1,Base E5,-0.0106242299079895
1,Base E5,0.0038143992424011
1,Base E5,0.0063012242317199
1,Base E5,0.0141366720199584
1,Base E5,-0.0387569069862365
1,Base E5,0.0195932388305664
1,Base E5,0.0122686028480529
1,Base E5,-0.0294095277786254
1,Base E5,0.0048529505729675
1,Base E5,-0.0054652690887451
1,Base E5,-0.0341880321502685
1,Base E5,-0.0354336500167846
1,Base E5,-0.0147328376770019
1,Base E5,0.0015726685523986
1,Base E5,-0.0109232664108276
1,Base E5,0.019489049911499
1,Base E5,0.0442556738853454
1,Base E5,0.0297285318374633
1,Base E5,-0.0102747082710266
1,Base E5,-0.0364333987236022
1,Base E5,-0.0250762701034545
1,Base E5,-0.0042371749877929
1,Base E5,-0.0035533905029296
1,Base E5,-0.0068838000297546
1,Base E5,0.0024759173393249
1,Base E5,-0.0141315460205078
1,Base E5,-0.0202621221542358
1,Base E5,-0.0295255184173584
1,Base E5,-0.019559621810913
1,Base E5,-0.0059689283370971
1,Base E5,-0.0046367645263671
1,Base E5,-0.0120393633842468
1,Base E5,0.0063499212265014
1,Base E5,-0.011026382446289
1,Base E5,-0.0014322400093078
1,Base E5,0.0109527111053466
1,Base E5,-0.0129703879356384
1,Base E5,-0.0005316734313964
1,Base E5,-0.0121002197265625
1,Base E5,0.0266625881195068
1,Base E5,0.0178231596946716
1,Base E5,-0.0099601149559021
1,Base E5,-0.0035967230796813
1,Base E5,0.0587098002433776
1,Base E5,-0.0052199959754943
1,Base E5,0.0350920557975769
